location,size,total_sqft,bath,price,bhk
Yelahanka,3 BHK,1653.0,3.0,120.0,3
Bisuvanahalli,3 BHK,1075.0,2.0,52.0,3
7th Phase JP Nagar,2 BHK,1212.0,3.0,42.0,2
Hoysalanagar,2 BHK,1100.0,2.0,50.0,2
Rajaji Nagar,4 BHK,3436.0,6.0,500.0,4
Kudlu Gate,3 BHK,1532.0,3.0,83.0,3
Doddaballapur,3 Bedroom,2776.0,4.0,195.0,3
Padmanabhanagar,3 BHK,1531.0,2.0,75.0,3
Uttarahalli,2 BHK,1325.0,2.0,53.0,2
Electronic City,3 BHK,1156.0,2.0,44.0,3
Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2
Vittasandra,2 BHK,1934.0,2.0,90.0,2
Kasavanhalli,3 BHK,1476.0,3.0,95.0,3
Murugeshpalya,2 BHK,1185.0,2.0,85.0,2
Channasandra Layout,3 BHK,1265.0,2.0,82.0,3
Whitefield,2 BHK,1195.0,2.0,70.0,2
Hosur Road,2 BHK,1180.0,2.0,36.5,2
Jakkur,2 BHK,1050.0,2.0,49.87,2
Subramanyapura,2 BHK,929.0,2.0,48.0,2
Jigani,3 BHK,1252.0,3.0,61.0,3
Green Glen Layout,3 BHK,1485.0,3.0,115.0,3
Electronics City Phase 1,3 BHK,1124.0,2.0,55.0,3
Hennur Road,3 BHK,1482.0,2.0,97.0,3
Jalahalli,3 BHK,1570.0,3.0,140.0,3
Chandapura,1 BHK,520.0,1.0,14.04,1
OLd Gurappanapalya,3 BHK,2000.0,3.0,160.0,3
Prithvi Layout,2 BHK,1352.0,2.0,75.0,2
Electronic City,2 BHK,1152.0,2.0,65.0,2
Hegde Nagar,3 BHK,1965.0,4.0,125.0,3
Ramanjaneyanagar,3 BHK,1300.0,2.0,70.0,3
Hoskote,3 BHK,1740.0,3.0,60.0,3
Bannerghatta Road,3 BHK,1788.0,3.0,90.0,3
Kanakapura,2 BHK,1151.0,2.0,59.0,2
Uttarahalli,3 BHK,1300.0,2.0,60.0,3
Hebbal,3 BHK,1645.0,3.0,117.0,3
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.5,2
Dasarahalli,2 BHK,1150.0,2.0,70.0,2
Balagere,2 BHK,1007.0,2.0,65.0,2
Marathahalli,4 BHK,4000.0,4.0,220.0,4
B Channasandra,2 BHK,1080.0,2.0,45.0,2
Electronic City,2 BHK,1070.0,2.0,60.0,2
Kadubeesanahalli,3 BHK,1532.0,3.0,115.0,3
Hennur,2 BHK,1040.0,2.0,42.12,2
Laxmi Sagar Layout,3 Bedroom,3100.0,3.0,250.0,3
Tumkur Road,2 BHK,1137.5,2.0,48.905,2
Thanisandra,3 BHK,1430.0,2.0,51.6,3
Panduranga Nagar,3 BHK,1827.0,3.0,100.0,3
HRBR Layout,2 BHK,1210.0,2.0,75.0,2
New Thippasandra,3 BHK,1500.0,3.0,95.0,3
Hebbal,2 BHK,1251.0,2.0,88.73,2
HSR Layout,3 BHK,1600.0,2.0,115.0,3
Electronic City,2 BHK,1128.0,2.0,65.5,2
Budigere,3 BHK,1820.0,3.0,93.0,3
Thigalarapalya,3 BHK,2072.0,4.0,159.0,3
Raja Rajeshwari Nagar,3 BHK,1510.0,2.0,59.0,3
Hoodi,3 BHK,1925.0,2.0,114.0,3
Hennur Road,3 Bedroom,2651.0,2.0,225.0,3
Thigalarapalya,3 BHK,2072.0,4.0,147.0,3
Kumaraswami Layout,2 BHK,1000.0,2.0,36.0,2
KR Puram,3 Bedroom,1752.0,3.0,145.0,3
Sahakara Nagar,2 BHK,960.0,2.0,56.0,2
Gattigere,2 BHK,1180.0,2.0,63.0,2
Benson Town,3 BHK,2270.0,3.0,180.0,3
Bisuvanahalli,3 BHK,1180.0,2.0,46.0,3
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3
Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3
Hegde Nagar,3 BHK,2006.0,4.0,196.0,3
Jakkur,2 BHK,1290.0,2.0,80.0,2
Hoskote,2 BHK,1170.0,2.0,45.0,2
Yelachenahalli,2 BHK,1400.0,2.0,78.0,2
Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2
Kamakshipalya,3 BHK,1155.0,2.0,60.0,3
Hormavu,3 BHK,1725.0,3.0,85.0,3
Kanakpura Road,2 BHK,700.0,2.0,40.0,2
Hoodi,2 BHK,1112.0,2.0,88.0,2
Badavala Nagar,2 BHK,1274.0,2.0,81.0,2
Doddathoguru,2 BHK,915.0,2.0,32.0,2
Hosur Road,1 BHK,760.0,1.0,21.28,1
Maragondanahalli,3 BHK,1540.0,3.0,68.0,3
Basavanna Nagar,3 BHK,1645.0,3.0,95.0,3
Nehru Nagar,4 BHK,2342.0,3.0,115.0,4
Yelenahalli,2 BHK,1056.0,2.0,33.0,2
Thirumenahalli,2 BHK,1161.0,2.0,36.69,2
Dollars Colony,2 BHK,1097.0,2.0,65.0,2
Uttarahalli,2 BHK,850.0,2.0,35.0,2
Green Glen Layout,3 BHK,1715.0,3.0,115.0,3
Electronic City,2 BHK,1200.0,2.0,59.0,2
Banashankari,3 BHK,1400.0,2.0,78.0,3
Whitefield,4 Bedroom,1500.0,4.0,200.0,4
Kanakpura Road,1 BHK,458.0,1.0,19.695,1
Kalyan nagar,3 BHK,1640.0,3.0,88.0,3
Banashankari,3 BHK,1700.0,3.0,125.0,3
Kanakapura,2 BHK,1110.0,2.0,38.85,2
Uttarahalli,3 BHK,1627.86,3.0,88.0,3
Byagadadhenahalli,2 BHK,620.0,2.0,22.0,2
Whitefield,4 Bedroom,3004.0,4.0,285.0,4
Hosa Road,2 BHK,1133.0,2.0,52.0,2
Hennur Road,2 BHK,1182.0,2.0,82.5,2
Tumkur Road,3 BHK,1500.0,3.0,100.0,3
Marathahalli,2 BHK,1200.0,2.0,58.0,2
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2
Amruthahalli,2 BHK,1100.0,2.0,45.0,2
Kengeri Satellite Town,2 BHK,635.0,1.0,22.0,2
Thanisandra,3 BHK,1874.0,4.0,130.0,3
Old Madras Road,2 BHK,1171.0,2.0,75.0,2
Panathur,3 BHK,1315.0,2.0,59.1,3
Jakkur,3 BHK,1760.0,3.0,110.0,3
Hennur Road,3 BHK,1192.0,2.0,62.0,3
Hebbal,3 BHK,1645.0,3.0,121.0,3
Whitefield,2 BHK,1250.0,2.0,72.0,2
Whitefield,1 BHK,709.0,1.0,34.385,1
Hosa Road,2 BHK,1369.1,2.0,104.0,2
Kanakapura,3 BHK,1938.0,3.0,113.0,3
Budigere,3 BHK,1636.0,3.0,85.0,3
Akshaya Nagar,3 BHK,1430.0,2.0,75.0,3
Electronic City Phase II,3 BHK,993.0,2.0,50.0,3
Yelahanka,2 BHK,1270.0,2.0,78.0,2
Hunasamaranahalli,4 Bedroom,7500.0,4.0,900.0,4
Panathur,2 BHK,1109.0,2.0,63.0,2
Pragathi Nagar,2 BHK,1280.0,2.0,49.75,2
Devanahalli,3 Bedroom,1600.0,3.0,180.0,3
Marathahalli,1 BHK,607.0,1.0,35.0,1
Electronic City Phase II,3 BHK,1418.0,3.0,52.47,3
EPIP Zone,2 BHK,1125.0,2.0,65.0,2
CV Raman Nagar,3 BHK,1825.0,3.0,126.0,3
Whitefield,2 BHK,1320.0,2.0,79.5,2
HAL 2nd Stage,3 BHK,1490.0,2.0,300.0,3
Whitefield,2 BHK,750.0,2.0,52.7,2
Yelahanka,3 BHK,1400.0,2.0,80.54,3
Sathya Sai Layout,4 BHK,4104.0,4.0,360.0,4
Poorna Pragna Layout,2 BHK,965.0,2.0,48.0,2
KR Puram,2 BHK,1100.0,2.0,43.0,2
Whitefield,2 BHK,1180.0,2.0,41.0,2
HSR Layout,2 BHK,1145.0,2.0,48.0,2
Kenchenahalli,2 BHK,1015.0,2.0,58.0,2
Kaggalipura,3 Bedroom,2400.0,3.0,165.0,3
Whitefield,4 Bedroom,3000.0,4.0,306.0,4
JP Nagar,2 BHK,1300.0,2.0,109.0,2
Hebbal Kempapura,2 BHK,1300.0,2.0,102.0,2
Hosa Road,3 BHK,1512.0,3.0,123.0,3
Bhoganhalli,3 BHK,1053.4,3.0,88.91,3
Yeshwanthpur,1 BHK,605.0,1.0,41.745,1
Hormavu,2 BHK,1153.0,2.0,65.0,2
Hulimavu,2 BHK,1255.0,2.0,69.0,2
Marathahalli,3 BHK,1583.0,3.0,109.0,3
Kundalahalli Colony,2 BHK,1505.0,2.0,90.0,2
Amblipura,3 BHK,1810.0,4.0,148.0,3
Subramanyapura,2 BHK,975.0,2.0,63.0,2
Gopalkrishna Nagar,3 BHK,1530.0,2.0,97.0,3
Kereguddadahalli,3 BHK,1300.0,2.0,39.0,3
Sarjapur  Road,2 BHK,1308.0,2.0,83.0,2
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
Sarjapur  Road,3 BHK,1592.0,3.0,91.0,3
Rajaji Nagar,2 BHK,1222.0,2.0,112.0,2
Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,42.85,2
Balagere,1 BHK,656.0,1.0,53.0,1
Dodda Nekkundi,4 Bedroom,3400.0,4.0,530.0,4
Thanisandra,3 BHK,1698.0,3.0,102.0,3
Tata Nagar,3 BHK,1500.0,3.0,70.0,3
Electronic City,2 BHK,1152.0,2.0,65.75,2
Pattandur Agrahara,2 BHK,900.0,2.0,42.0,2
Akshaya Nagar,3 BHK,1419.0,2.0,73.0,3
Gottigere,2 BHK,990.0,2.0,40.0,2
Bannerghatta Road,2 BHK,1100.0,2.0,39.0,2
Whitefield,2 BHK,1095.0,2.0,35.0,2
Budigere,2 BHK,1444.0,2.0,70.0,2
Whitefield,2 BHK,1415.0,2.0,67.0,2
Daadys Gaarden Layout,3 BHK,1600.0,3.0,72.0,3
Whitefield,2 BHK,1105.0,2.0,41.36,2
Electronic City,3 BHK,1225.0,3.0,45.03,3
Frazer Town,3 BHK,2560.0,3.0,265.0,3
Talaghattapura,3 BHK,1856.0,3.0,135.0,3
Haralur Road,3 BHK,1464.0,3.0,56.0,3
Sarjapur  Road,2 BHK,1150.0,2.0,77.0,2
5th Phase JP Nagar,3 BHK,1485.0,2.0,67.0,3
Vimanapura,3 BHK,2500.0,3.0,75.0,3
Hennur Road,2 BHK,1036.0,2.0,59.46,2
Whitefield,4 Bedroom,3445.0,5.0,270.0,4
Dodsworth Layout,2 BHK,1400.0,2.0,80.0,2
Kodichikkanahalli,2 BHK,1150.0,2.0,48.0,2
Kenchenahalli,1 BHK,715.0,1.0,45.0,1
Jakkur,4 BHK,2283.0,4.0,130.0,4
Nagarbhavi,3 BHK,1400.0,2.0,85.0,3
Padmanabhanagar,3 BHK,1400.0,3.0,65.0,3
Whitefield,3 BHK,1700.0,3.0,140.0,3
Kanakpura Road,3 BHK,1591.0,3.0,120.0,3
Nagarbhavi,3 BHK,1515.0,2.0,79.0,3
Chandapura,2 BHK,975.0,2.0,24.86,2
Yeshwanthpur,3 BHK,1382.0,2.0,76.18,3
Sector 1 HSR Layout,3 BHK,1533.0,3.0,150.0,3
Cunningham Road,3 BHK,3815.0,3.0,763.0,3
Dairy Circle,4 BHK,3730.0,6.0,450.0,4
Yelahanka,3 BHK,1391.0,2.0,64.5,3
Begur Road,2 BHK,1160.0,2.0,42.92,2
Kanakpura Road,3 BHK,1482.0,3.0,60.98,3
Whitefield,2 BHK,1405.0,2.0,84.5,2
Gunjur,2 BHK,1190.0,2.0,40.0,2
Harlur,2 BHK,1174.0,2.0,78.0,2
Thanisandra,3 BHK,1411.0,3.0,93.04,3
Jalahalli West,2 BHK,745.0,2.0,50.0,2
Kereguddadahalli,2 BHK,1000.0,2.0,30.0,2
Jigani,2 BHK,923.0,2.0,50.0,2
Yeshwanthpur,2 BHK,1000.0,2.0,32.0,2
Battarahalli,2 BHK,1276.0,2.0,45.0,2
Devasthanagalu,3 BHK,1460.0,3.0,70.0,3
Avalahalli,1 BHK,833.0,1.0,49.0,1
Ramamurthy Nagar,2 BHK,1200.0,2.0,48.0,2
Yeshwanthpur,1 BHK,669.0,1.0,36.85,1
Kothanur,3 BHK,1790.0,3.0,105.0,3
Whitefield,3 BHK,1345.0,2.0,57.0,3
Yeshwanthpur,3 BHK,1385.0,2.0,76.18,3
Kanakpura Road,2 BHK,1207.0,2.0,79.9,2
Varthur,2 BHK,1140.0,2.0,55.5,2
Basavanapura,2 BHK,1220.0,2.0,68.0,2
Iblur Village,4 BHK,3596.0,5.0,252.0,4
Sarjapur  Road,3 BHK,1965.0,3.0,120.0,3
Koramangala,3 BHK,1760.0,2.0,115.0,3
Haralur Road,2 BHK,1225.0,2.0,70.0,2
Hennur Road,3 BHK,1891.0,3.0,109.0,3
Yelahanka,2 BHK,1322.0,2.0,86.0,2
Bellandur,4 Bedroom,3600.0,4.0,260.0,4
AECS Layout,2 BHK,1045.0,2.0,36.58,2
Venugopal Reddy Layout,3 BHK,1545.0,3.0,85.0,3
Thanisandra,3 BHK,1996.0,3.0,135.0,3
Brookefield,2 BHK,1125.0,2.0,70.0,2
Mysore Road,3 BHK,1560.0,3.0,115.0,3
Murugeshpalya,4 BHK,3100.0,4.0,310.0,4
Lake City,2 BHK,780.0,2.0,35.0,2
Sarjapur  Road,3 BHK,2275.0,4.0,180.0,3
Pragathi Nagar,2 BHK,1350.0,2.0,41.0,2
Haralur Road,3 BHK,1464.0,3.0,56.0,3
Kanakpura Road,3 BHK,1570.0,3.0,64.5,3
Dasanapura,1 BHK,708.0,1.0,28.32,1
Sarjapur  Road,3 BHK,1680.0,3.0,160.0,3
Hoodi,2 BHK,1400.0,2.0,82.0,2
Bellandur,2 BHK,1310.0,2.0,72.0,2
Electronics City Phase 1,2 BHK,1175.0,2.0,57.0,2
Chikkalasandra,3 BHK,1428.0,2.0,80.0,3
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3
Sector 2 HSR Layout,2 BHK,1146.0,2.0,55.0,2
Rachenahalli,1 BHK,440.0,1.0,28.0,1
Sahakara Nagar,2 BHK,1048.0,2.0,50.0,2
Thanisandra,3 BHK,1801.0,3.0,115.0,3
Hennur Road,2 BHK,1232.0,2.0,69.61,2
Whitefield,2 BHK,1150.0,2.0,90.0,2
Talaghattapura,3 BHK,1868.0,3.0,120.0,3
Begur,3 BHK,1445.0,2.0,47.1,3
Hebbal Kempapura,3 BHK,1466.0,2.0,140.0,3
JP Nagar,3 BHK,3860.0,3.0,402.0,3
Somasundara Palya,2 BHK,1185.0,2.0,70.0,2
Hebbal,3 BHK,1760.0,3.0,123.0,3
Haralur Road,2 BHK,1000.0,2.0,78.0,2
7th Phase JP Nagar,2 BHK,1215.0,2.0,90.0,2
EPIP Zone,3 BHK,1734.0,3.0,125.0,3
Rachenahalli,2 BHK,1113.0,2.0,55.0,2
Kereguddadahalli,3 BHK,1240.0,3.0,41.0,3
Ambalipura,2 BHK,896.0,2.0,30.13,2
BTM 2nd Stage,2 BHK,1200.0,2.0,35.0,2
Hebbal,4 BHK,2790.0,4.0,198.0,4
Sarjapur,2 BHK,1500.0,2.0,30.0,2
S R Layout,2 BHK,1096.0,2.0,48.0,2
Iblur Village,4 BHK,2987.5,5.0,191.0,4
Koramangala,4 BHK,2503.0,6.0,325.0,4
Rachenahalli,3 BHK,1550.0,3.0,74.5,3
Seegehalli,3 BHK,1830.0,4.0,82.0,3
Hoodi,3 BHK,1746.0,3.0,84.95,3
Chandapura,1 BHK,645.0,1.0,16.45,1
Banashankari Stage III,3 BHK,1305.0,2.0,60.0,3
Thigalarapalya,2 BHK,1207.0,2.0,62.0,2
Thanisandra,3 BHK,1678.0,3.0,125.0,3
Kaggalipura,2 BHK,950.0,2.0,50.0,2
Electronic City,2 BHK,1070.0,2.0,55.0,2
Ardendale,3 BHK,1732.46,3.0,92.0,3
Attibele,3 BHK,1639.0,2.0,40.98,3
Marathahalli,2 BHK,1360.0,2.0,103.0,2
Lakshminarayana Pura,3 BHK,1656.0,3.0,150.0,3
Sarjapur  Road,2 BHK,985.0,2.0,49.0,2
7th Phase JP Nagar,2 BHK,1050.0,2.0,75.0,2
Basavangudi,3 BHK,1600.0,2.0,160.0,3
Ramagondanahalli,2 BHK,1253.0,2.0,52.66,2
Wilson Garden,3 BHK,1655.0,3.0,155.0,3
Sarjapur  Road,2 BHK,1418.0,2.0,78.0,2
Kalena Agrahara,2 BHK,1270.0,2.0,100.0,2
Begur Road,3 BHK,1410.0,2.0,52.17,3
Sadduguntepalya,2 BHK,1200.0,2.0,75.0,2
Begur Road,3 BHK,1410.0,2.0,50.06,3
Chandapura,4 Bedroom,1200.0,5.0,92.0,4
Electronic City,2 BHK,1060.0,2.0,58.0,2
Hebbal,4 BHK,3960.0,5.0,386.0,4
KR Puram,2 BHK,950.0,2.0,40.0,2
Vishwapriya Layout,2 BHK,1235.0,2.0,60.0,2
Budigere,1 BHK,722.0,1.0,46.0,1
Kanakpura Road,4 Bedroom,2775.0,3.0,165.0,4
Sarjapur  Road,2 BHK,1200.0,2.0,93.0,2
Mallathahalli,3 BHK,1225.0,3.0,60.0,3
Nagavarapalya,1 BHK,705.0,1.0,52.5,1
Battarahalli,3 BHK,1880.0,3.0,94.36,3
Doddakammanahalli,3 BHK,1550.0,2.0,60.0,3
Lingadheeranahalli,3 BHK,1893.0,3.0,130.0,3
HMT Layout,3 BHK,1650.0,3.0,75.0,3
Chikkathoguru,2 BHK,1113.0,2.0,46.0,2
Sarjapur  Road,3 BHK,1586.0,3.0,70.0,3
Seegehalli,3 Bedroom,4000.0,3.0,235.0,3
Yelahanka New Town,3 BHK,1541.0,3.0,80.0,3
Haralur Road,3 BHK,1830.0,3.0,101.0,3
Bommasandra,2 BHK,1015.0,2.0,40.0,2
Raja Rajeshwari Nagar,2 BHK,1120.0,2.0,37.95,2
Hoodi,1 BHK,706.0,1.0,48.24,1
Kanakpura Road,3 Bedroom,1900.0,3.0,99.0,3
Seegehalli,4 BHK,3000.0,5.0,150.0,4
Bisuvanahalli,3 BHK,1075.0,2.0,42.0,3
Kanakpura Road,2 BHK,1290.0,2.0,80.0,2
Akshaya Nagar,2 BHK,1200.0,2.0,50.0,2
Hormavu,2 BHK,1150.0,2.0,53.11,2
Cox Town,3 BHK,1730.0,3.0,140.0,3
Hegde Nagar,4 BHK,3216.0,5.0,300.0,4
Budigere,3 BHK,1991.0,4.0,88.0,3
Sarjapur  Road,2 BHK,1115.0,2.0,60.0,2
Koramangala,3 BHK,1900.0,3.0,150.0,3
Whitefield,2 BHK,1109.0,2.0,41.49,2
Rajiv Nagar,4 BHK,2340.0,5.0,129.0,4
Whitefield,4 Bedroom,4356.0,5.0,850.0,4
9th Phase JP Nagar,2 BHK,1005.0,2.0,43.0,2
Kengeri,1 BHK,416.0,1.0,19.5,1
1st Phase JP Nagar,2 BHK,1394.0,2.0,100.0,2
Harlur,3 BHK,2138.0,3.0,110.0,3
Richards Town,3 BHK,1550.0,3.0,160.0,3
Nagavarapalya,3 BHK,1300.0,3.0,80.0,3
Thanisandra,2 BHK,1265.0,2.0,82.0,2
BCC Layout,2 BHK,1050.0,2.0,40.0,2
Varthur,2 BHK,1012.0,2.0,59.0,2
Varthur,4 Bedroom,1600.0,4.0,112.0,4
Yelahanka,2 BHK,1326.0,2.0,57.0,2
Whitefield,3 BHK,1700.0,3.0,95.0,3
Bhoganhalli,2 BHK,910.2,2.0,80.64,2
Whitefield,4 Bedroom,4960.0,4.0,400.0,4
Talaghattapura,3 BHK,2254.0,3.0,170.0,3
Begur Road,4 BHK,2462.0,6.0,150.0,4
Marathahalli,1 BHK,615.0,1.0,44.0,1
Haralur Road,1 BHK,575.0,1.0,88.0,1
Electronic City,2 BHK,1025.0,2.0,54.1,2
Vinayak Nagar,3 BHK,1758.0,3.0,95.0,3
Gopalapura,4 BHK,3179.0,5.0,351.0,4
Kaikondrahalli,3 BHK,1342.0,3.0,92.0,3
Kalyan nagar,3 BHK,1800.0,3.0,85.0,3
Raja Rajeshwari Nagar,2 BHK,1608.0,2.0,85.0,2
Ramamurthy Nagar,3 BHK,1410.0,2.0,56.4,3
Dodda Nekkundi,4 Bedroom,3800.0,4.0,600.0,4
Kada Agrahara,3 BHK,909.0,2.0,40.0,3
Kalyan nagar,2 BHK,1080.0,2.0,73.0,2
Akshaya Nagar,2 BHK,1092.0,2.0,60.0,2
Jalahalli,3 BHK,1932.0,4.0,135.0,3
KR Puram,2 BHK,1156.0,2.0,72.0,2
Thubarahalli,2 BHK,1330.0,2.0,75.0,2
Thanisandra,3 BHK,1917.0,4.0,113.0,3
Chandapura,2 BHK,985.0,2.0,25.12,2
Bellandur,3 BHK,1785.0,3.0,118.0,3
Hebbal,3 BHK,1645.0,3.0,120.0,3
Gottigere,2 BHK,1235.0,2.0,63.0,2
Thanisandra,1 BHK,662.0,1.0,42.0,1
Whitefield,2 BHK,1215.0,2.0,62.0,2
Bisuvanahalli,2 BHK,845.0,2.0,37.0,2
Sarjapur  Road,3 BHK,1525.0,2.0,87.0,3
Jaladarsini Layout,2 BHK,1000.0,2.0,48.0,2
Hebbal,3 BHK,1255.0,2.0,90.0,3
Mysore Road,3 BHK,1560.0,3.0,120.0,3
Kodichikkanahalli,3 BHK,1620.0,2.0,85.0,3
Marathahalli,3 BHK,1595.0,3.0,90.0,3
9th Phase JP Nagar,2 BHK,835.0,2.0,37.0,2
Hennur Road,3 BHK,2182.0,3.0,72.04,3
Whitefield,3 BHK,2700.0,5.0,175.0,3
BTM 2nd Stage,2 BHK,1070.0,2.0,48.0,2
Electronics City Phase 1,1 BHK,755.0,1.0,42.41,1
Hebbal,3 BHK,1645.0,3.0,117.0,3
Chandapura,1 BHK,645.0,1.0,16.45,1
Electronics City Phase 1,2 BHK,919.0,2.0,28.0,2
Sarjapur  Road,2 BHK,1346.0,2.0,71.32,2
Electronic City Phase II,2 BHK,1070.0,2.0,45.0,2
Begur Road,2 BHK,1225.0,2.0,35.52,2
Neeladri Nagar,1 BHK,640.0,1.0,20.5,1
Basavanna Nagar,3 BHK,1645.0,3.0,87.5,3
Marathahalli,2 BHK,1350.0,2.0,89.0,2
Vittasandra,2 BHK,1404.0,2.0,68.8,2
Electronic City,3 BHK,1105.0,2.0,35.0,3
Kanakpura Road,2 BHK,900.0,2.0,41.0,2
Thanisandra,3 BHK,1948.0,3.0,130.0,3
Brooke Bond First Cross,2 BHK,1252.0,2.0,55.0,2
Kundalahalli Colony,3 BHK,2600.0,3.0,140.0,3
7th Phase JP Nagar,3 BHK,1300.0,3.0,89.13,3
7th Phase JP Nagar,2 BHK,1130.0,2.0,73.0,2
Thanisandra,3 BHK,1690.0,3.0,125.0,3
Marathahalli,2 BHK,1020.0,2.0,57.0,2
Sarjapur  Road,2 BHK,915.0,2.0,37.0,2
Glass Factory Layout,3 BHK,1450.0,3.0,68.0,3
Thigalarapalya,3 BHK,2215.0,4.0,156.0,3
Raghavendra Nagar,3 BHK,2431.0,3.0,100.0,3
Hennur Road,3 BHK,1804.0,3.0,102.0,3
Marathahalli,2 BHK,1600.0,3.0,88.0,2
Uttarahalli,2 BHK,1280.0,2.0,75.0,2
Hebbal,3 BHK,1255.0,3.0,77.68,3
Koramangala,2 BHK,1320.0,2.0,150.0,2
Hoodi,2 BHK,1257.0,2.0,69.0,2
Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,53.27,2
Bannerghatta Road,6 Bedroom,1850.0,6.0,150.0,6
Hulimavu,2 BHK,1255.0,2.0,66.0,2
Tumkur Road,3 BHK,1789.0,3.0,98.0,3
Electronic City,2 BHK,660.0,1.0,18.0,2
Coffee Board Layout,2 BHK,1155.0,2.0,56.0,2
R.T. Nagar,2 BHK,1235.0,2.0,65.0,2
Yelahanka,4 Bedroom,2675.0,4.0,140.0,4
CV Raman Nagar,2 BHK,1025.0,2.0,50.0,2
Raja Rajeshwari Nagar,3 BHK,1395.0,2.0,72.0,3
Rachenahalli,3 BHK,1530.0,2.0,74.4,3
Dodda Nekkundi,3 BHK,1252.0,2.0,71.0,3
Hennur Road,2 BHK,1081.0,2.0,30.27,2
Haralur Road,3 BHK,1255.0,3.0,130.0,3
Choodasandra,3 BHK,1220.0,3.0,56.0,3
Bisuvanahalli,3 BHK,1180.0,2.0,60.0,3
Sarjapur  Road,1 BHK,715.0,1.0,29.0,1
Sarjapur  Road,2 BHK,1230.0,2.0,94.5,2
Kaggadasapura,2 BHK,1035.0,2.0,45.5,2
EPIP Zone,4 BHK,3360.0,5.0,225.0,4
Kathriguppe,3 BHK,1300.0,3.0,77.99,3
Kanakpura Road,3 BHK,1100.0,3.0,52.97,3
Whitefield,2 BHK,1216.0,2.0,84.0,2
Nagavarapalya,1 BHK,705.0,1.0,57.0,1
Gottigere,3 BHK,1385.0,3.0,64.0,3
Electronic City Phase II,3 BHK,1310.0,2.0,32.75,3
Sarjapur  Road,2 BHK,1043.0,2.0,39.5,2
Koramangala,2 BHK,1320.0,2.0,110.0,2
Varthur,2 BHK,1140.0,2.0,39.9,2
Kadugodi,2 BHK,1100.0,2.0,45.0,2
Hebbal,3 BHK,1586.0,3.0,90.0,3
Chandapura,2 BHK,975.0,2.0,24.86,2
Amruthnagar,2 BHK,1365.0,3.0,60.0,2
Rajaji Nagar,2 BHK,1263.0,2.0,107.0,2
Begur Road,3 BHK,1565.0,2.0,59.76,3
Karuna Nagar,3 Bedroom,1163.0,3.0,180.0,3
Whitefield,4 BHK,2882.0,5.0,204.0,4
Hennur Road,3 BHK,2320.0,3.0,170.0,3
Sarjapur  Road,3 BHK,1750.0,3.0,99.0,3
Kudlu,2 BHK,1143.0,2.0,55.0,2
Hennur Road,3 BHK,1936.0,3.0,118.0,3
Electronic City,2 BHK,660.0,1.0,15.0,2
Chandapura,2 BHK,700.0,1.0,19.0,2
Hebbal,4 BHK,4640.0,4.0,600.0,4
Electronic City,2 BHK,1000.0,2.0,41.0,2
Gottigere,2 BHK,1000.0,2.0,35.0,2
Kengeri Satellite Town,2 BHK,818.0,2.0,26.0,2
Bommenahalli,4 Bedroom,1680.0,3.0,135.0,4
Kalyan nagar,4 BHK,2422.0,3.0,150.0,4
Indira Nagar,2 BHK,1145.0,2.0,100.0,2
Chandapura,3 BHK,1190.0,2.0,30.35,3
Sarjapur  Road,2 BHK,1145.0,2.0,62.0,2
Kanakpura Road,2 BHK,700.0,2.0,34.98,2
Bannerghatta Road,2 BHK,950.0,2.0,38.0,2
Thubarahalli,2 BHK,1085.0,2.0,70.0,2
Raja Rajeshwari Nagar,2 BHK,1165.0,2.0,45.0,2
Bommasandra,2 BHK,1000.0,2.0,35.0,2
Horamavu Agara,2 BHK,1169.0,2.0,64.0,2
Whitefield,3 BHK,1840.0,3.0,140.0,3
Bhuvaneswari Nagar,3 BHK,1550.0,3.0,75.0,3
Gunjur,2 BHK,1457.0,2.0,60.0,2
Sarjapur  Road,3 Bedroom,1500.0,3.0,88.0,3
Lakshminarayana Pura,2 BHK,1165.0,2.0,75.0,2
Thanisandra,3 BHK,1430.0,2.0,54.11,3
Electronic City,3 BHK,1500.0,2.0,78.0,3
Marathahalli,1 BHK,780.0,1.0,55.0,1
Bannerghatta Road,2 BHK,1220.0,2.0,80.0,2
Kanakpura Road,2 BHK,1110.0,2.0,43.0,2
Bannerghatta Road,2 BHK,1130.0,2.0,78.0,2
Electronic City,2 BHK,1213.0,2.0,59.32,2
Kengeri,2 BHK,900.0,2.0,45.0,2
Panathur,2 BHK,1199.0,2.0,85.0,2
Uttarahalli,1 BHK,661.0,1.0,36.0,1
Marathahalli,3 BHK,1710.0,3.0,100.0,3
Kengeri Satellite Town,2 BHK,1030.0,2.0,50.0,2
Choodasandra,3 BHK,1220.0,3.0,56.0,3
Green Glen Layout,3 BHK,1751.0,2.0,115.0,3
